t_s,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,Cd,Cl,Cm
4.37,72.5885,-28.9839,-328.081,-13.9091,-38.4841,45.5702,0.0706496,-0.319317,-0.00891813
4.38,148.695,12.2898,-350.478,-15.7666,-58.7123,-49.8252,0.144723,-0.341117,-0.0136057
4.39,130.23,-93.2482,-333.153,-3.80519,-45.7252,19.6544,0.126751,-0.324254,-0.0105961
4.4,74.2948,-37.9444,-327.269,-13.9766,-38.8865,46.5436,0.0723103,-0.318527,-0.00901139
4.41,141.784,14.0044,-347.466,-14.094,-56.9972,-43.9819,0.137997,-0.338185,-0.0132083
4.42,134.269,-85.8277,-335.586,-5.08734,-48.5168,12.3516,0.130683,-0.326622,-0.0112431
4.43,77.8997,-46.3027,-326.892,-15.1127,-39.9333,46.7305,0.0758189,-0.31816,-0.00925396
4.44,134.942,13.9068,-344.45,-12.7575,-54.8724,-37.2589,0.131337,-0.335249,-0.0127159
4.45,136.211,-77.7893,-336.927,-5.48935,-51.1215,7.32057,0.132572,-0.327927,-0.0118467
4.46,82.1175,-53.5347,-327.505,-16.2155,-42.0564,44.8933,0.0799241,-0.318757,-0.00974597
4.47,128.533,12.451,-341.477,-10.7908,-51.8596,-29.8386,0.1251,-0.332356,-0.0120177
4.48,137.22,-69.0426,-338.941,-5.89707,-51.5949,2.98608,0.133555,-0.329888,-0.0119564
4.49,87.5269,-59.932,-328.537,-16.9367,-42.8454,42.0186,0.085189,-0.319762,-0.00992879
4.5,122.899,9.40127,-338.451,-9.84903,-49.2734,-22.8541,0.119617,-0.329411,-0.0114184
4.51,137.011,-60.0398,-340.942,-5.43895,-52.1558,-0.0330935,0.133352,-0.331835,-0.0120863
4.52,93.193,-64.3844,-330.835,-18.767,-43.0526,37.7491,0.0907038,-0.321998,-0.00997682
4.53,118.34,4.30761,-336.735,-8.06893,-46.5112,-15.6226,0.115179,-0.32774,-0.0107783
4.54,135.577,-50.9572,-342.906,-5.95173,-51.6354,-2.44923,0.131956,-0.333747,-0.0119658
4.55,99.5817,-68.0332,-333.103,-19.4339,-44.1748,32.4269,0.0969218,-0.324206,-0.0102369
4.56,114.668,-2.00294,-334.788,-7.49223,-43.5786,-9.93731,0.111605,-0.325846,-0.0100987
4.57,133.22,-42.9735,-344.142,-4.11018,-50.8436,-3.57503,0.129661,-0.33495,-0.0117823
4.58,105.623,-69.8209,-335.993,-21.4111,-46.4011,26.4565,0.102802,-0.327019,-0.0107528
4.59,112.35,-8.88561,-332.502,-6.65358,-42.3983,-4.70051,0.109349,-0.323621,-0.0098252
4.6,129.251,-35.1072,-344.521,-3.76884,-51.6318,-2.13801,0.125798,-0.335318,-0.0119649
4.61,111.068,-70.1813,-337.018,-22.6619,-50.2002,20.9835,0.108101,-0.328016,-0.0116332
4.62,110.326,-16.5884,-329.385,-7.02152,-41.8579,0.656196,0.107379,-0.320586,-0.00969997
4.63,124.245,-28.0471,-343.291,-3.20364,-52.4053,-0.157476,0.120927,-0.334121,-0.0121442
4.64,116.449,-68.0969,-338.179,-24.4914,-52.4634,15.1636,0.113339,-0.329146,-0.0121576
4.65,110.659,-24.4715,-326.663,-6.13921,-41.0308,3.97498,0.107703,-0.317937,-0.0095083
4.66,119.189,-22.4521,-342.193,-1.53423,-51.8756,2.34136,0.116005,-0.333052,-0.0120214
4.67,121.14,-65.2296,-340.554,-25.6433,-55.2342,9.86617,0.117905,-0.331457,-0.0127997
4.68,111.606,-32.9338,-324.939,-6.20421,-39.8311,6.34365,0.108625,-0.316259,-0.00923027
4.69,113.689,-18.3935,-341.568,0.481885,-49.9278,6.0312,0.110653,-0.332444,-0.0115701
4.7,124.709,-61.2562,-343.736,-26.7755,-56.0428,4.14096,0.121378,-0.334555,-0.0129871
4.71,114.313,-40.9869,-324.521,-6.44481,-38.4671,7.20612,0.11126,-0.315852,-0.0089142
4.72,108.699,-15.5277,-341.193,1.51433,-47.686,10.4603,0.105796,-0.332079,-0.0110505
4.73,127.426,-56.4025,-347.077,-28.0202,-57.3233,-1.35444,0.124022,-0.337806,-0.0132838
4.74,117.04,-49.1507,-325.082,-7.09018,-37.3519,7.22705,0.113914,-0.316398,-0.00865575
4.75,103.28,-13.8128,-340.071,3.60307,-44.9761,14.456,0.100521,-0.330987,-0.0104226
4.76,129.107,-50.1838,-349.26,-28.2716,-58.0609,-5.55383,0.125659,-0.339931,-0.0134548
4.77,120.31,-55.7519,-325.307,-8.25616,-37.0418,6.35456,0.117097,-0.316618,-0.0085839
4.78,98.4371,-13.4422,-338.271,5.09348,-42.808,19.1561,0.0958077,-0.329235,-0.00992014
4.79,129.899,-43.7401,-351.573,-29.1473,-59.7121,-8.42623,0.126429,-0.342183,-0.0138374
4.8,124.897,-62.0122,-325.34,-9.19419,-37.9466,4.86222,0.121561,-0.31665,-0.00879358
4.81,93.91,-14.6169,-335.744,7.2295,-41.8796,23.6943,0.0914016,-0.326776,-0.00970498
4.82,129.766,-36.7315,-353.036,-28.6229,-61.3893,-11.3381,0.1263,-0.343606,-0.0142261
4.83,129.512,-67.2724,-324.919,-10.2364,-39.7232,2.82013,0.126053,-0.31624,-0.00920527
4.84,90.7257,-17.2862,-334.071,8.55233,-41.1828,28.7819,0.0883023,-0.325147,-0.00954353
4.85,128.063,-29.7299,-353.792,-28.7196,-63.414,-12.463,0.124643,-0.344342,-0.0146953
4.86,134.263,-70.6891,-324.58,-12.6375,-40.7196,-0.158784,0.130677,-0.31591,-0.00943618
4.87,87.3754,-20.3667,-331.517,9.15491,-39.4847,32.6437,0.0850415,-0.322662,-0.00915
4.88,125.671,-22.5024,-355.025,-27.649,-63.8229,-12.748,0.122315,-0.345542,-0.01479
4.89,139.288,-74.1894,-326.101,-14.2501,-41.3591,-4.16304,0.135568,-0.31739,-0.00958437
4.9,85.3426,-24.9143,-330.638,10.3642,-37.6554,36.1222,0.083063,-0.321806,-0.00872609
4.91,122.205,-15.9734,-356.405,-26.6318,-63.5997,-12.8914,0.118941,-0.346886,-0.0147383
4.92,144.163,-75.7335,-327.813,-15.5219,-42.2802,-8.20123,0.140312,-0.319057,-0.00979782
4.93,84.3304,-30.3283,-329.346,11.4497,-35.5438,39.3363,0.0820778,-0.320549,-0.00823675
4.94,118.703,-9.8626,-357.559,-25.1325,-62.0488,-11.3239,0.115533,-0.348008,-0.0143789
4.95,149.088,-76.244,-329.691,-17.1017,-41.9517,-12.1158,0.145105,-0.320885,-0.0097217
4.96,84.4704,-35.6675,-328.831,11.5297,-33.3426,41.7117,0.0822141,-0.320048,-0.00772666
4.97,114.07,-5.11861,-358.424,-23.4385,-61.0222,-9.8259,0.111023,-0.34885,-0.014141
4.98,153.111,-75.6345,-331.638,-19.3664,-43.4038,-16.4993,0.149021,-0.32278,-0.0100582
4.99,85.3553,-41.9414,-328.072,11.7056,-33.1952,43.2513,0.0830754,-0.319309,-0.00769251
5,109.324,-0.418139,-358.449,-22.1636,-61.5243,-7.36338,0.106403,-0.348875,-0.0142574
5.01,156.622,-73.9542,-333.066,-20.1301,-45.5368,-20.0248,0.152439,-0.32417,-0.0105525
5.02,87.2148,-48.1093,-325.642,11.2251,-34.189,44.2677,0.0848852,-0.316944,-0.00792281
5.03,103.722,2.9112,-357.423,-20.0442,-61.6685,-3.32065,0.100951,-0.347876,-0.0142908
5.04,159.445,-70.7342,-333.18,-21.6068,-47.0084,-23.0298,0.155186,-0.324281,-0.0108935
5.05,90.0684,-53.9975,-324.463,10.858,-34.9993,44.2899,0.0876626,-0.315797,-0.00811058
5.06,98.3246,5.71336,-356.1,-17.6675,-61.2823,0.363951,0.0956982,-0.346589,-0.0142013
5.07,160.895,-67.0964,-334.296,-22.3994,-48.472,-26.6152,0.156598,-0.325367,-0.0112327
5.08,94.5493,-59.8297,-323.642,9.97381,-34.6307,42.6194,0.0920238,-0.314997,-0.00802517
5.09,93.1558,7.24757,-355.842,-15.9748,-59.6717,4.12037,0.0906675,-0.346337,-0.0138281
5.1,161.666,-62.8628,-335.943,-23.2416,-48.0222,-28.2066,0.157348,-0.326969,-0.0111285
5.11,98.7843,-65.4477,-323.998,8.15486,-34.1786,41.241,0.0961457,-0.315343,-0.00792039
5.12,88.4993,7.70022,-355.848,-13.5602,-58.0666,8.57375,0.0861354,-0.346343,-0.0134561
5.13,161.116,-58.2628,-337.344,-23.4649,-47.8866,-29.8514,0.156812,-0.328334,-0.011097
5.14,104.227,-70.528,-324.496,6.19479,-33.3622,37.8724,0.101443,-0.315829,-0.00773122
5.15,84.2139,7.15234,-355.306,-12.4047,-56.9296,11.8869,0.0819644,-0.345815,-0.0131926
